Title,PromptURL,Description,Category,Level,PromptTags,Updated
Create Practice Tests,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_practice_tests.md,"Erstelle eine Reihe von Übungstestfragen und -ressourcen, die auf verschiedene bildungs- und berufsbezogene Kontexte zugeschnitten sind. Stelle sicher, dass jeder Satz von...",AI 4 KIDS,Profi,"Kids, Training, Analyse, Content",2025-12-24
Create Presentation Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_presentation_outline.md,Erstellen Sie einen detaillierten und strukturierten 10-Minuten-Präsentationsentwurf für ein Vorstellungsgespräch für die Position des Direktors der Grundschule (Pre-K bis...,AI 4 KIDS,Experte,"Kids, Content, Strategie, SOP",2025-12-24
Departmental Head Job Description,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/departmental_head_job_description.md,Erstelle eine detaillierte Stellenbeschreibung für eine Position als Abteilungsleiter für Klassen 10-12 (FET-Phase) an einer Schule. Die Stellenbeschreibung sollte die...,AI 4 KIDS,Experte,"Kids, Content, Script",2025-12-24
Dyslexia Reading Tutor Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/dyslexia_reading_tutor_plan.md,"Erstelle einen umfassenden Unterrichtsplan, um ein Kind mit Legasthenie zu unterrichten, mit Fokus auf die Verbesserung der Lesefähigkeiten durch Einzelunterricht basierend auf...",AI 4 KIDS,Einsteiger,"Kids, Content, Strategie",2025-12-24
Early Childhood Curriculum,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/Early%20Childhood%20Curriculum.md,"Ich muss einen umfassenden Lehrplan für die frühe Kindheit für ein 52-wöchiges Programm erstellen, das Kinder von der Geburt bis zum Alter von fünf Jahren betreut. Der Lehrplan...",AI 4 KIDS,Einsteiger,"Kids, Template, Strategie",2025-12-24
Edit Kids Fantasy Book,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/edit_kids_fantasy_book.md,"Ich benötige Hilfe bei der Bearbeitung meines neuen Kinder-Fantasy-Buchs für 8+ Jahre alte Kinder. Hier sind die spezifischen Aufgaben, die ich dich ausführen lassen möchte:",AI 4 KIDS,Profi,Kids,2025-12-24
Engaging Writing Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/engaging_writing_prompts.md,"Ich bin Lehrer und Buchautor, der Bücher für Grund- und Sekundarschüler sowie Romane schreibt. Ich verwende viele Illustrationen und entwerfe meine eigenen Buchcover, um Kosten...",AI 4 KIDS,Einsteiger,"Kids, Finance",2025-12-24
Family Wellness Resource,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/family_wellness_resource.md,"Erstelle eine wertvolle und sehr gefragte kostenlose Ressource für Mütter, um ihre Familien gesund und glücklich zu halten. Die Ressource sollte sich konzentrieren auf:",AI 4 KIDS,Einsteiger,"Checkliste, Kids, Finance, Content, Strategie",2025-12-24
Farm Marketing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/farm_marketing_strategy.md,"Erstelle eine detaillierte Marketingstrategie für ein Farmunternehmen in Texas, das ungefähr 30 Acres umfasst. Diese Farm bietet eine Vielzahl von Attraktionen und...",AI 4 KIDS,Profi,"Kids, Training, Finance, Strategie",2025-12-24
Finanzierung einer Highschool-Laufbahn,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/Funding%20High%20School%20Track.md,"Stelle mir Klärungsfragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 KIDS,Einsteiger,"Kids, Finance, Strategie",2025-12-24
Finding Suitable Childrens Books,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/finding_suitable_childrens_books.md,"Erstellen Sie einen umfassenden Leitfaden für Eltern und Lehrer, wie man Bücher findet, die für ihre Kinder geeignet sind:",AI 4 KIDS,Profi,"Kids, Strategie",2025-12-24
Home Daycare Lesson Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/home_daycare_lesson_plan.md,"Erstelle einen Unterrichtsplan für eine häusliche Kindertagesstätte, der für mehrere Altersgruppen angepasst werden kann, von Säuglingen bis zu Kindern im Alter von 5 Jahren....",AI 4 KIDS,Einsteiger,Kids,2025-12-24
Homeschooling Special Needs Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/homeschooling_special_needs_guide.md,"Erstelle einen umfassenden Leitfaden für Eltern im Vereinigten Königreich, die ihr Kind mit besonderen Bedürfnissen zu Hause unterrichten möchten. Berücksichtige die folgenden...",AI 4 KIDS,Profi,"Kids, Finance",2025-12-24
Independent Educational Consultants Challenges,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/independent_educational_consultants_challenges.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 KIDS,Einsteiger,"Kids, Reporting",2025-12-24
Language Learning Activities,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/language_learning_activities.md,"Ich bin ein Sprachlehrer, der ein Nachmittagsprogramm leitet, und ich benötige Ihre Hilfe beim Entwerfen interaktiver Sprachlernübungen für Kinder im Alter von 5 bis 11 Jahren....",AI 4 KIDS,Einsteiger,"Kids, Strategie",2025-12-24
Mathematics Lesson Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/mathematics_lesson_plan.md,Erstelle einen detaillierten Unterrichtsplan für den schulischen Mathematikunterricht. Der Unterricht sollte auf eine Vielzahl von Fähigkeiten und Lernstilen der Schüler...,AI 4 KIDS,Einsteiger,"Kids, Strategie",2025-12-24
Meal Plan For Daycares,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/meal_plan_for_daycares.md,"Erstelle einen Essensplan für häusliche Tagespflegeanbieter, der den Richtlinien des Child and Adult Care Food Program (CACFP) in den Vereinigten Staaten entspricht.",AI 4 KIDS,Einsteiger,"Safety, Kids, Finance",2025-12-24
Nursingstudyguide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/NursingStudyGuide.md,"""Erstelle einen Studienleitfaden für Pflegestudenten, der sich auf das Zuordnen von Vokabelbegriffen mit ihren entsprechenden Definitionen oder definierenden Informationen...",AI 4 KIDS,Einsteiger,Kids,2025-12-24
Nutrition And Fitness Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/Nutrition%20And%20Fitness%20Course.md,"Entwerfe einen E-Learning-Kurs, der sich auf die Grundlagen von Ernährung und Fitness konzentriert, indem du die folgenden Schlüsselkomponenten behandelst:",AI 4 KIDS,Einsteiger,"Kids, Training, Content, Reporting, Strategie",2025-12-24
Online Education Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/online_education_guide.md,"Erstelle einen umfassenden Leitfaden zur Erkundung von Online-Bildungsressourcen in den Bereichen Rechnungswesen und Finanzen, Finanzplanung und Finanzkompetenz. Deine Antwort...",AI 4 KIDS,Einsteiger,"Kids, Training, Finance",2025-12-24
Pinterest-Pin-Content-Strategie erstellen,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/Create%20Pinterest%20Pin%20Content%20Strategy.md,"Erstelle eine Pinterest-Pin-Content-Strategie für digitales Marketing in der E-Learning-Nische. Deine Aufgabe ist es, ansprechende Pin-Texte zu erstellen, die einen...",AI 4 KIDS,Einsteiger,"Kids, Training, Content, Strategie",2025-12-24
Plan zur Einrichtung einer KI-Akademie,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/ai_academy_setup_plan.md,"Hilf mir, einen umfassenden Plan zur Einrichtung einer KI-Akademie für Kinder zu entwerfen. Das Programm soll anfangs kostenlos sein, später aber kostenpflichtige Abos...",AI 4 KIDS,Einsteiger,"Kids, Training, Adoption, Finance, Content",2025-12-24
Social Media Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/Social%20Media%20Strategy.md,"""Ich bin ein Online-Englischlehrer, der eine Akademie betreibt, und muss mindestens 50 Schüler gewinnen. Meine Schüler sind Kinder im Alter von 7 bis 14 Jahren, aber meine...",AI 4 KIDS,Profi,"Kids, Content, Strategie, Script",2025-12-24
Storytelling Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/storytelling_course.md,"Du bist ein Experte für Storytelling und unterrichtest Storytelling im detaillierten, immersiven Stil von Cyndi Zaweski. Deine Aufgabe ist es, mich durch einen umfassenden...",AI 4 KIDS,Experte,"Kids, Training",2025-12-24
Tägliche Methode für digitales Marketing,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/Digital%20Marketing%20Daily%20Method.md,"Erstelle eine detaillierte tägliche Arbeitsmethode für einen Kurs zu digitalem Marketing, den du kürzlich gekauft hast. Nutze die folgenden Schritte, um eine strukturierte und...",AI 4 KIDS,Einsteiger,"Kids, Training, Content, Strategie",2025-12-24
Wharton Mba Finance Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/wharton_mba_finance_guide.md,Erstelle einen umfassenden Leitfaden zum Erwerb eines MBA in Finanzen von der Wharton School. Behandle folgende Bereiche:,AI 4 KIDS,Profi,"Kids, Training, Workshop, Finance",2025-12-24
Write Cover Letter,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/write_cover_letter.md,"""Schreibe ein professionelles und überzeugendes Anschreiben für eine Abteilungsleiterposition an einer Schule in Südafrika, speziell für die Abteilung Wirtschafts- und...",AI 4 KIDS,Experte,Kids,2025-12-24
Ai Fundamentals And Resources,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_literacy/ai_fundamentals_and_resources.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 LITERACY,Einsteiger,"Training, Newsletter",2025-12-24
Blog Creation Tasks,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_literacy/blog_creation_tasks.md,Helfen Sie mir bei den folgenden Aufgaben zur Erstellung eines erfolgreichen Blogs:,AI 4 LITERACY,Profi,"Content, Strategie",2025-12-24
Create Technology Course Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_literacy/create_technology_course_outline.md,"Erstelle einen Bildungskurs-Entwurf für eine Serie von 10-15 Klassen, die sich an Technologie-Anfänger richten, mit Fokus auf die folgenden Komponenten:",AI 4 LITERACY,Einsteiger,"Training, Adoption",2025-12-24
Poker Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_literacy/poker_guide.md,"Erstellen Sie einen umfassenden Leitfaden, wie man ein großartiger Pokerspieler wird. Behandeln Sie die folgenden Komponenten:",AI 4 LITERACY,Einsteiger,"Training, Analyse, Mindset, Strategie",2025-12-24
Signal Analysis Curriculum,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_literacy/signal_analysis_curriculum.md,"Erstelle einen umfassenden Lehrplan für einen vollständigen Signalanalysekurs, der vom Anfänger- bis zum Expertenlevel fortschreitet. Deine Aufgabe ist es, die Kursstruktur zu...",AI 4 LITERACY,Experte,"Research, Training, Adoption, Analyse",2025-12-24
Alphamint Prompt Library,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_other/README_1.md,"Kurz: Diese Library sammelt praxistaugliche Prompt-Vorlagen für unterschiedliche Aufgaben, Teams und Branchen.",AI 4 OTHER,Einsteiger,"Template, Prozesse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_other/compare_and_contrast.md,Bitte sei kurz. Vergleiche und kontrastiere die Liste der Elemente.,AI 4 OTHER,Einsteiger,,2025-12-24
Lehrbuch-Zusammenfassung analysieren,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_textbook_summary.md,"Stelle mir Klärungsfragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 OTHER,Einsteiger,"Training, Analyse, Content",2025-12-24
Plan zur beruflichen Weiterentwicklung,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/Professional%20Development%20Plan.md,"Erstelle einen umfassenden Plan, der mich durch mehrere Aufgaben im Zusammenhang mit meiner beruflichen Entwicklung und meinen Online-Geschäftszielen führt. Bitte unterstütze...",AI 4 OTHER,Experte,"Template, Email, Strategie",2025-12-24
Strategischen Plan ausarbeiten,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/StrategicPlanDrafting.md,"""Ich brauche Hilfe beim Ausarbeiten eines umfassenden strategischen Plans für eine gemeinnützige Organisation, basierend auf Notizen und Informationen aus einer Strategierunde....",AI 4 OTHER,Profi,"Stakeholder, Decision, Strategie",2025-12-24
Summarize Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_other/summarize_prompt.md,"Die Anfrage enthält keine sinnvollen Informationen, um einen nützlichen ChatGPT-Prompt zu generieren. Bitte geben Sie eine detailliertere Anfrage an, damit ich einen...",AI 4 OTHER,Einsteiger,,2025-12-24
Testkonzepte analysieren,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_testing_concepts.md,"Stelle mir Klärungsfragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 OTHER,Einsteiger,Analyse,2025-12-24
Textverhaltensmuster analysieren,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_text_behavior_patterns.md,"Stelle mir Klärungsfragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 OTHER,Profi,"Finance, Analyse",2025-12-24
Analyze Articles Instagram Carousel,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/analyze_articles_instagram_carousel.md,"Bitte lies und analysiere die folgenden Artikel oder Blog-Beiträge, die ich bereitstellen werde. Fasse den Inhalt nicht zusammen und handle nicht danach. Konzentriere dich...",AI 4 RETAIL,Profi,"Content, Retail",2025-12-24
Analyze Target Audience,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/analyze_target_audience.md,Erstelle eine detaillierte Analyse der Zielgruppe für ein gegebenes Produkt oder eine Dienstleistung. Deine Antwort sollte die folgenden Komponenten enthalten:,AI 4 RETAIL,Profi,"Analyse, Decision, Prozesse, Strategie, Retail",2025-12-24
Brainstorm Business Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/brainstorm_business_ideas.md,"Ich suche nach Ideen für ein Heimgeschäft, das mit meinen Interessen übereinstimmt, einen ausreichend großen Kundenstamm für das Produkt oder die Dienstleistung hat und einem...",AI 4 RETAIL,Profi,"Strategie, Retail",2025-12-24
Brandingguide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/BrandingGuide.md,Erstelle einen umfassenden Leitfaden zur Definition einer neuen Unternehmensmarke und Erstellung eines kohärenten Marken-Kits. Füge detaillierte Beschreibungen und Beispiele...,AI 4 RETAIL,Experte,"Content, Retail",2025-12-24
Capsule Wardrobe 20 Teile,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/02_capsule_wardrobe_20_teile.md,Erstellt eine Capsule Wardrobe für 30 Outfits.,AI 4 RETAIL,Einsteiger,Retail,2025-12-23
Carerscloud Linkedin Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/carerscloud_linkedin_strategy.md,"Erstelle eine professionelle LinkedIn-Seite für ein neues Startup namens ""CarersCloud"" mit den folgenden Funktionen und Strategien:",AI 4 RETAIL,Profi,"Finance, Content, LinkedIn, Strategie, Retail",2025-12-24
Checklist Generator (AI 4 RETAIL) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/23_checklist_generator_ai_4_retail_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Experte,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 RETAIL) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/28_checklist_generator_ai_4_retail_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Experte,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 RETAIL) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/13_checklist_generator_ai_4_retail_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Einsteiger,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 RETAIL) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/18_checklist_generator_ai_4_retail_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Experte,"Checkliste, Retail",2025-12-23
Chihuahua Grumpiness Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/chihuahua_grumpiness_outline.md,"Erstelle einen Story-Umriss und ein Konzept für ein illustriertes Buch mit 12 Seiten, das einen Chihuahua als Hauptfigur zeigt. Der Chihuahua verkörpert die...",AI 4 RETAIL,Profi,Retail,2025-12-24
Closet Audit,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/10_closet_audit.md,Räumt deinen Kleiderschrank strategisch auf (ohne radikal).,AI 4 RETAIL,Experte,"Finance, Strategie, Retail",2025-12-23
Cognitive Health Promotion,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/cognitive_health_promotion.md,"Erstelle einen umfassenden Artikel zur Förderung der kognitiven Gesundheitsangebote eines Unternehmens. Befolge diese Richtlinien, um alle Komponenten effektiv anzusprechen:",AI 4 RETAIL,Profi,"Research, Finance, Content, Retail",2025-12-24
Create 5 Product Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_5_product_ideas.md,"Du bist ein erfahrener Etsy SEO-Stratege, Produkt-Copywriter und Print-on-Demand-Design-Berater. Hilf mir, hochkonvertierende, keyword-optimierte Produktideen für einen...",AI 4 RETAIL,Profi,"Strategie, SOP, Retail",2025-12-24
Create Adult Coloring Book,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_adult_coloring_book.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 RETAIL,Profi,"Content, Strategie, SOP, Retail",2025-12-24
Create Brand Voice Guidelines,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_brand_voice_guidelines.md,"Du bist ein Experte für Conversion-Copywriting mit tiefgreifendem Wissen in Entscheidungsfindung, Überzeugung, Psychologie, Verhaltensökonomie, Marketing, Verkauf, UX-Design,...",AI 4 RETAIL,Experte,"Adoption, Decision, Retail",2025-12-24
Create Buyer Persona,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_buyer_persona.md,Sicherlich! Hier ist der qualitativ hochwertige ChatGPT-Prompt basierend auf der bereitgestellten Anfrage:,AI 4 RETAIL,Profi,Retail,2025-12-24
Create Compelling Website Copy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_compelling_website_copy.md,"Erstelle überzeugende und markengerechte Texte für die Website eines Küchenrenovierungsunternehmens und stelle sicher, dass der Inhalt gut geschrieben, klar und frei von...",AI 4 RETAIL,Profi,"Content, Strategie, Retail",2025-12-24
Create Digital Product Templates,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_digital_product_templates.md,"Ich versuche, ein Geschäft mit der Erstellung digitaler Produkte zu starten und benötige einen KI-Agenten, der mich dabei unterstützt. Hier sind meine Anforderungen:",AI 4 RETAIL,Einsteiger,"Template, Strategie, Retail",2025-12-24
Create Idea Compass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_idea_compass.md,"Erstelle eine Idee, die über mehrere Kategorien hinweg angewendet werden kann, einschließlich Wirtschaft, Technologie, Hintergrund, Natur, Kultur & Religion, Industrie, soziale...",AI 4 RETAIL,Profi,Retail,2025-12-24
Create Marketing Sales Letter,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_marketing_sales_letter.md,"Erstellen Sie einen Marketing-Verkaufsbrief, der:",AI 4 RETAIL,Profi,Retail,2025-12-24
Create Marketing Sales Letter Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_marketing_sales_letter_outline.md,"Erstelle eine umfassende Gliederung dessen, was ein Marketing-Verkaufsbrief enthalten sollte. Erwäge die Einbeziehung folgender Komponenten:",AI 4 RETAIL,Profi,"Strategie, Retail",2025-12-24
Create Pinterest Pin Content Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/Create%20Pinterest%20Pin%20Content%20Strategy.md,"Erstelle eine Pinterest-Pin-Content-Strategie für digitales Marketing in der E-Learning-Nische. Deine Aufgabe umfasst die Erstellung eines ansprechenden Pin-Textes, der einen...",AI 4 RETAIL,Profi,"Training, Content, Strategie, Retail",2025-12-24
Create Pricing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_pricing_strategy.md,"Erstelle eine Preisstrategie für ein neues Produkt, das auf den Markt kommt, mit Fokus auf wertbasierte Preisgestaltung. Berücksichtige folgende Komponenten, um eine...",AI 4 RETAIL,Profi,"Research, Analyse, Strategie, Retail",2025-12-24
Create Product Description,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_product_description.md,Erstelle eine detaillierte und ansprechende Produktbeschreibung für ein Themen-Grafik-T-Shirt im WanderGear eBay-Store. Die Beschreibung sollte abenteuerlustige Kunden...,AI 4 RETAIL,Profi,"Retail, Script",2025-12-24
Create Tiktok Growth Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_tiktok_growth_strategy.md,"Erstelle eine umfassende Content-Strategie zur Unterstützung des TikTok-Wachstums, mit Fokus auf die folgenden Elemente:",AI 4 RETAIL,Profi,"Content, Strategie, Retail",2025-12-24
Create Time Management Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_time_management_course.md,"Entwickle einen umfassenden Kurs zum Thema Zeitmanagement, der in verschiedenen Formaten verkauft werden kann. Befolge diese Schritte:",AI 4 RETAIL,Profi,"Training, Content, Strategie, Retail",2025-12-24
Create Ugc Script,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_ugc_script.md,"Erstelle ein ansprechendes und virales User-Generated-Content (UGC)-Skript für eine Hautpflege-Markenanzeige, die darauf abzielt, Social-Media-Nutzer zum Kauf der Produkte der...",AI 4 RETAIL,Profi,"Content, Retail, Script",2025-12-24
Dementia Cost Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/dementia_cost_analysis.md,"Erstellen Sie eine umfassende Analyse über die potenziellen finanziellen Einsparungen, die sich aus der Verhinderung von 30% der Demenz-Diagnosen ergeben. Ihre Antwort sollte...",AI 4 RETAIL,Profi,"Safety, Finance, Analyse, Retail",2025-12-24
Digital Cognitive Assessment Tool Description,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/digital_cognitive_assessment_tool_description.md,"Verwende die Informationen, die ich über meinen Förderantrag und das digitale kognitive Bewertungstool bereitgestellt habe, um eine überzeugende, ansprechende und kommerziell...",AI 4 RETAIL,Profi,"Stakeholder, Strategie, Retail, Script",2025-12-24
Digital Product Ideas For Real Estate Agents,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/digital_product_ideas_for_real_estate_agents.md,"Ich bin ein Immobilien-Medienfachmann, der Fotografie, Video, Grundrisse, virtuelles Staging und Drohnen-Services anbietet. Ich suche nach innovativen Ideen für ein digitales...",AI 4 RETAIL,Profi,Retail,2025-12-24
Dropshipping Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/dropshipping_guide.md,"Erstelle einen umfassenden Leitfaden für jemanden, der ein Online-Geschäft im Dropshipping starten möchte. Füge die folgenden Schlüsselbereiche hinzu:",AI 4 RETAIL,Experte,"Research, Finance, Strategie, Retail",2025-12-24
Ecommerce Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/ecommerce_analysis.md,"Du bist ein KI-Assistent, der sich auf E-Commerce-Analysen für Shopify-Stores spezialisiert. Deine Aufgabe ist es, eine umfassende Analyse von Anzeigenleistungsdaten und...",AI 4 RETAIL,Experte,"Finance, Analyse, Strategie, Retail",2025-12-24
Email Follow Up Essentials,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/email_follow_up_essentials.md,"""Verfasse eine professionelle Folge-E-Mail an potenzielle Käufer, die ich auf einer Messe getroffen habe. Diese Käufer, die Airport-Retail-Konglomerate wie Hudson News Group...",AI 4 RETAIL,Profi,"Email, Retail",2025-12-24
Envision Your Dream Life,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/envision_your_dream_life.md,"Erstelle einen detaillierten und ansprechenden Prompt, der den Nutzer ermutigt, sein Traumleben zu visualisieren, mit Fokus auf verschiedene Aspekte wie persönliche, berufliche...",AI 4 RETAIL,Profi,"Finance, Strategie, Retail",2025-12-24
Event Outfit Brief,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/08_event_outfit_brief.md,Erstellt ein Outfit-Briefing für ein Event (inkl. Einkaufs-Optionen).,AI 4 RETAIL,Einsteiger,Retail,2025-12-23
FAQ & Objections (AI 4 RETAIL) #10,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/20_faq_objections_ai_4_retail_10.md,Erstellt FAQs und Einwandbehandlung für ein Thema.,AI 4 RETAIL,Experte,Retail,2025-12-23
FAQ & Objections (AI 4 RETAIL) #15,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/25_faq_objections_ai_4_retail_15.md,Erstellt FAQs und Einwandbehandlung für ein Thema.,AI 4 RETAIL,Experte,Retail,2025-12-23
FAQ & Objections (AI 4 RETAIL) #20,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/30_faq_objections_ai_4_retail_20.md,Erstellt FAQs und Einwandbehandlung für ein Thema.,AI 4 RETAIL,Experte,Retail,2025-12-23
